title,projectname,builder,price,per_sqft,area,status,place
3  BHK  Apartment,Modi Edifice,Genuine Properties For Sale,6000000,"3,189 / sq ft",1881,Under Construction,Kompally
3  BHK  Apartment,Shri Sunyuga Iris,Genuine Properties For Sale,3700000,"3,366 / sq ft",1099,Ready to move,Kompally
Residential Plot,Fortune Galaxy,Soniya Estate,1630000,967 / sq ft,1685,New,Banjara Hills
Residential Plot,Fortune Keerthana,Soniya Estate,2380000,"1,270 / sq ft",1874,New,Kondapur
Residential Plot,,HPMS pvt ltd,2400000,"1,333 / sq ft",1800,Resale,Bibinagar
Residential Plot,,HPMS pvt ltd,6440000,"1,888 / sq ft",3411,Resale,Thimmapur
6  BHK  Independent House,,royal rajputana,9000000,"3,600 / sq ft",2500,Ready to move,Safilguda
4  BHK  Independent House,,royal rajputana,9900000,"4,950 / sq ft",2000,Ready to move,Malkajgiri
2  BHK  Apartment,,Genuine Properties For Sale,6300000,"5,431 / sq ft",1160,Under Construction,Bachupally
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Miyapur
Residential Plot,,rks,510000000,"33,333 / sq ft",15300,Resale,Jubilee Hills
3  BHK  Apartment,S B Residential Appartment,Jyoti Estate,6558000,"5,075 / sq ft",1292,Under Construction,Kukatpally
2  BHK  Apartment,Shri Sunyuga Prakruthi,Genuine Properties For Sale,4000000,"3,639 / sq ft",1099,Under Construction,Gajulramaram Kukatpally
Residential Plot,Fortune Vistas,Soniya Estate,1435000,"1,257 / sq ft",1141,Resale,Kondapur
Residential Plot,Fortune Elita,Soniya Estate,1220000,614 / sq ft,1985,New,Sitaram Nagar
Residential Plot,,HPMS pvt ltd,3000000,"1,666 / sq ft",1800,Resale,Bhuvanagiri
3  BHK  Apartment,,royal rajputana,6750000,"4,500 / sq ft",1500,Ready to move,Yapral
5  BHK  Independent House,,royal rajputana,30000000,"12,000 / sq ft",2500,Ready to move,Yapral
3  BHK  Apartment,,Genuine Properties For Sale,4416000,"3,200 / sq ft",1380,Under Construction,Bowrampet
2  BHK  Apartment,,Genuine Properties For Sale,3760000,"3,200 / sq ft",1175,Under Construction,Bowrampet
3  BHK  Apartment,DBS Sanskar Nagar,Jyoti Estate,7455000,"4,211 / sq ft",1770,Under Construction,Sri Rama Nagar
3  BHK  Apartment,SANDS Constructions S and S DVR Residency,Aditi Estaste,7952000,"4,493 / sq ft",1770,Ready to move,raidurgam
3  BHK  Apartment,,Genuine Properties For Sale,11000000,"2,750 / sq ft",4000,Ready to move,Bhadurpalle
3  BHK  Villa,,Genuine Properties For Sale,18400000,"6,782 / sq ft",2713,Ready to move,Sai Baba Nagar
Residential Plot,,HPMS pvt ltd,3340000,"2,222 / sq ft",1503,Resale,Shankarpalli Road
Residential Plot,,HPMS pvt ltd,3400000,"1,888 / sq ft",1800,Resale,Taramatipet
4  BHK  Independent House,,royal rajputana,18500000,"9,736 / sq ft",1900,Ready to move,West Marredpally
2  BHK  Apartment,,Genuine Properties For Sale,5250000,"4,906 / sq ft",1070,Under Construction,Ameenpur
3  BHK  Apartment,,Genuine Properties For Sale,8750000,"6,294 / sq ft",1390,Under Construction,Pragathi Nagar
3  BHK  Apartment,Vaishnavi SV Dvivedi,Aditi Estaste,7268000,"4,750 / sq ft",1530,Ready to move,Ramanthapur
3  BHK  Apartment,DVSSR Towers,Aditi Estaste,7455000,"4,284 / sq ft",1740,Ready to move,Kukatpally
3  BHK  Apartment,RV Dharmista,Genuine Properties For Sale,10800000,"5,901 / sq ft",1830,Ready to move,Miyapur
3  BHK  Apartment,RV Bhaiji Panchajanya,Genuine Properties For Sale,12800000,"5,378 / sq ft",2380,Ready to move,Kondapur
Residential Plot,,HPMS pvt ltd,108000000,"25,000 / sq ft",4320,Resale,Jubilee Hills
Residential Plot,,HPMS pvt ltd,105000000,"77,605 / sq ft",1353,Resale,Shadnagar
Residential Plot,,avi constructions,2000000,"1,111 / sq ft",1800,New,Bhongir
4  BHK  Independent House,,royal rajputana,13000000,"5,416 / sq ft",2400,Ready to move,Safilguda
4  BHK  Independent House,,royal rajputana,11000000,"5,000 / sq ft",2200,Ready to move,Malkajgiri
2  BHK  Apartment,,Genuine Properties For Sale,7270000,"6,294 / sq ft",1155,Under Construction,Pragathi Nagar
2  BHK  Apartment,,Genuine Properties For Sale,6250000,"5,434 / sq ft",1150,Under Construction,Bachupally
1  BHK  Independent House,DV House,Aditi Estaste,4200000,"4,038 / sq ft",1040,Ready to move,Krishna Nagar Colony
3  BHK  Apartment,RV Aadvik,Genuine Properties For Sale,5000000,"4,201 / sq ft",1190,Ready to move,Kompally
3  BHK  Apartment,RV Kaustubha,Genuine Properties For Sale,7300000,"3,211 / sq ft",2273,Ready to move,Kompally
3  BHK  Apartment,,Genuine Properties For Sale,6800000,"4,000 / sq ft",1700,Ready to move,Pragathi Colony
Residential Plot,,avi constructions,1500000,"7,500 / sq ft",200,New,Moinabad
3  BHK  Apartment,Dukes and Shantha Dukes Galaxy,Jyoti Estate,10000000,"3,901 / sq ft",2580,Ready to move,Banjara Hills
2  BHK  Apartment,Durga Silver Springs,Jyoti Estate,4352000,"4,086 / sq ft",1065,Under Construction,Patancheru
2  BHK  Apartment,,Genuine Properties For Sale,6250000,"5,434 / sq ft",1150,Under Construction,Bachupally
3  BHK  Apartment,Dollfine DC Durga County,Aditi Estaste,7123000,"4,796 / sq ft",1485,Ready to move,Miyapur
3  BHK  Apartment,,Genuine Properties For Sale,12400000,"4,196 / sq ft",2955,Ready to move,Tellapur
3  BHK  Apartment,,Genuine Properties For Sale,6800000,"4,000 / sq ft",1700,Ready to move,Pragathi Colony
2  BHK  Apartment,,Genuine Properties For Sale,2760000,"3,000 / sq ft",920,Ready to move,Patancheru
Residential Plot,,royal rajputana,45000000,"4,672 / sq ft",9630,New,Kapra
Residential Plot,,avi constructions,3500000,"1,944 / sq ft",1800,New,Adibatla
Residential Plot,,avi constructions,1000000,555 / sq ft,1800,Resale,Vijayawada Highway
3  BHK  Apartment,Dundubhi Pradhama Heights,Jyoti Estate,5886000,"5,579 / sq ft",1055,Under Construction,Bandlaguda Jagir
Residential Plot,,all in one agency,5520000,"2,555 / sq ft",2160,Resale,Rudraram
3  BHK  Apartment,,Genuine Properties For Sale,8600000,"4,775 / sq ft",1801,Ready to move,Bandlaguda Jagir
3  BHK  Apartment,,royal rajputana,6750000,"4,500 / sq ft",1500,Ready to move,Yapral
2  BHK  Apartment,,Genuine Properties For Sale,2460000,"3,000 / sq ft",820,Ready to move,Patancheru
2  BHK  Apartment,,Genuine Properties For Sale,2310000,"3,000 / sq ft",770,Ready to move,Patancheru
Residential Plot,,royal rajputana,7000000,"4,444 / sq ft",1575,New,Bollarum
Residential Plot,L S Avighna,Aditi Estaste,1657999,"1,542 / sq ft",1075,New,Kompally
Residential Plot,,avi constructions,2420000,444 / sq ft,5445,New,Srisailam Highway
Residential Plot,,avi constructions,3000000,"1,666 / sq ft",1800,Resale,Adibatla
3  BHK  Apartment,SV Raja Heavens,Swati realtor,7525000,"4,324 / sq ft",1740,Ready to move,Mehdipatnam
2  BHK  Independent House,Durga Province,Jyoti Estate,6235000,"4,687 / sq ft",1330,Under Construction,Patancheru Mandal
Residential Plot,,all in one agency,4500000,"2,762 / sq ft",1629,Resale,Majeedpur
Residential Plot,,all in one agency,6400000,"3,555 / sq ft",1800,Resale,Kandi
2  BHK  Apartment,,Genuine Properties For Sale,5600000,"5,463 / sq ft",1025,Ready to move,Moti Nagar
2  BHK  Apartment,,Genuine Properties For Sale,4590000,"3,400 / sq ft",1350,Ready to move,Miyapur
Residential Plot,Fortune Vajra,Aditi Estaste,1153000,802 / sq ft,1437,Resale,Kanchan Bagh
Residential Plot,,avi constructions,3340000,"2,222 / sq ft",1503,New,Shankarpalli
Residential Plot,,avi constructions,2800000,"1,555 / sq ft",1800,New,Rudraram
4  BHK  Villa,Dhaatri Aura Villa,Soniya Estate,18400000,"4,612 / sq ft",4000,Under Construction,Bandlaguda Jagir
3  BHK  Apartment,Dhaatri Hilltop,Soniya Estate,11600000,"3,996 / sq ft",2915,Ready to move,Banjara Hills
3  BHK  Apartment,Durga Homes,Jyoti Estate,8452000,"4,425 / sq ft",1910,Ready to move,Miyapur
3  BHK  Apartment,Dynamics Residency,Soniya Estate,7456000,"4,212 / sq ft",1770,Ready to move,Ayyappa Society
Residential Plot,,all in one agency,5110000,"2,769 / sq ft",1845,Resale,Medchal
Residential Plot,Janani Paradise,Aditi Estaste,1246000,812 / sq ft,1535,Resale,Matrusri Nagar
Residential Plot,,avi constructions,2840000,"1,889 / sq ft",1503,New,Sadashivpet
Residential Plot,,avi constructions,2900000,"1,611 / sq ft",1800,Resale,Kadthal
Residential Plot,,avi constructions,3000000,"1,666 / sq ft",1800,Resale,Kandukur
3  BHK  Apartment,Dhaatri Insignia,Soniya Estate,7868000,"4,420 / sq ft",1780,Ready to move,Banjara Hills
3  BHK  Apartment,Swaraj Homes DYR Sai Towers,Soniya Estate,7565000,"4,023 / sq ft",1880,Ready to move,Moti Nagar
Residential Plot,,all in one agency,24400000,"4,650 / sq ft",5247,Resale,Balapur
Residential Plot,,all in one agency,4800000,"3,555 / sq ft",1350,Resale,Patancheru
Residential Plot,J V S Sri Gokulam,Aditi Estaste,1985000,"1,261 / sq ft",1574,New,Maheshwaram
Residential Plot,JR Padmasree Hills,Aditi Estaste,1450000,874 / sq ft,1658,Resale,Bundalguda
Residential Plot,,royal rajputana,13500000,"5,000 / sq ft",2700,New,Safilguda
Residential Plot,,royal rajputana,45000000,"4,672 / sq ft",9630,New,Kapra
Residential Plot,,avi constructions,8100000,"40,500 / sq ft",200,Resale,chandrayangutta
Residential Plot,,avi constructions,9500000,"5,277 / sq ft",1800,Resale,M G Road
Residential Plot,,satish,3800000,"2,111 / sq ft",1800,New,Sadashivpet
Residential Plot,Radha Eco Nest,eco nest,7700000,"3,888 / sq ft",1980,New,Shamirpet
3  BHK  Apartment,Sri Sai Anjana Residency,Soniya Estate,7665000,"4,330 / sq ft",1770,Ready to move,Dynamics Colony
3  BHK  Apartment,S A Svadha,Soniya Estate,9425000,"4,251 / sq ft",2217,Ready to move,Manikonda
Residential Plot,,all in one agency,3000000,"1,666 / sq ft",1800,Resale,Maheshwaram
Residential Plot,H And M Sai Estates,Aditi Estaste,1786000,"1,142 / sq ft",1563,New,Kukatpally
Residential Plot,HPR County,Aditi Estaste,1984000,"1,346 / sq ft",1473,Resale,Adibatla
Residential Plot,,royal rajputana,7000000,"4,444 / sq ft",1575,New,Bollarum
Residential Plot,,avi constructions,2700000,"1,363 / sq ft",1980,Resale,Kalasiguda
Residential Plot,,avi constructions,2200000,"1,629 / sq ft",1350,New,Bogaram
Residential Plot,,Individual Consultant,1460000,"1,382 / sq ft",1056,New,Shankarpally Road
Residential Plot,,satish,3459000,"2,055 / sq ft",1683,New,Kandi
Residential Plot,,seller,69700000,"31,000 / sq ft",2250,Resale,Nandigama
Residential Plot,,seller,55800000,"31,000 / sq ft",1800,Resale,Nandigama
Residential Plot,Giridhari Green County,Soniya Estate,1456000,822 / sq ft,1770,New,Mahabubnagar
2  BHK  Apartment,Star Homes Tulip,Soniya Estate,4800000,"4,363 / sq ft",1100,Ready to move,Chinthal
3  BHK  Apartment,DNR Ashoka Hill Park,Jyoti Estate,7153000,"4,933 / sq ft",1450,Under Construction,Miyapur
Residential Plot,,all in one agency,2550000,"1,888 / sq ft",1350,Resale,Sadashivpet
Residential Plot,Emerald H Emerald,Aditi Estaste,1341000,772 / sq ft,1735,Resale,Raipole
Residential Plot,HPR Gateway,Aditi Estaste,1364000,"1,202 / sq ft",1134,Resale,Tukkuguda
Residential Plot,Bynark Shakti Sapphire County,Swati realtor,1265000,937 / sq ft,1350,New,Shadnagar
Residential Plot,MAK BTR Gardenia One,Swati realtor,1562000,929 / sq ft,1680,New,Maheshwaram
Residential Plot,,avi constructions,2500000,"1,388 / sq ft",1800,New,Kishan Bagh
Residential Plot,,avi constructions,80000000,"8,888 / sq ft",9000,Resale,Mailardevpally
Residential Plot,,Individual Consultant,1060000,"1,003 / sq ft",1056,New,Shankarpally Road
Residential Plot,,Individual Consultant,1080000,"1,022 / sq ft",1056,New,Shankarpally Road
Residential Plot,,seller,41800000,"31,000 / sq ft",1350,Resale,Nandigama
Residential Plot,,AB consultancy,2004000,"1,171 / sq ft",1710,New,Shadnagar
Residential Plot,,avi consultancy,2809000,"1,560 / sq ft",1800,Resale,muthangi
Residential Plot,G K Constructions Hyderabad Gangaram Plot,Soniya Estate,1764999,"1,299 / sq ft",1358,Resale,Chandanagar
Residential Plot,G K Constructions Hyderabad Gulmohar Colony,Soniya Estate,1796000,797 / sq ft,2253,Resale,Lakdikapul
Residential Plot,USM My City,Swati realtor,1356000,948 / sq ft,1430,Resale,Bibinagar
Residential Plot,Om Nivas,Swati realtor,1310000,"1,056 / sq ft",1240,Resale,6th Phase KPHB
Residential Plot,,avi constructions,3200000,"1,777 / sq ft",1800,New,Sangareddy
Residential Plot,,avi constructions,6400000,"3,555 / sq ft",1800,New,Kandi
Residential Plot,,Individual Consultant,1010000,956 / sq ft,1056,New,Shankarpally Road
Residential Plot,,Individual Consultant,1560000,"1,477 / sq ft",1056,New,Shankarpally Road
Residential Plot,Shubha SV Highway City,Swati realtor,1592000,925 / sq ft,1720,Resale,Mucherla
Residential Plot,BVM Vanya Farms And Resorts,Swati realtor,1234000,920 / sq ft,1340,Resale,Shankarpalli
Residential Plot,,AB consultancy,2809000,"1,357 / sq ft",2070,New,Shadnagar
Residential Plot,G K Constructions Hyderabad S Nakshatra,Soniya Estate,980000,659 / sq ft,1485,New,Yapral
Residential Plot,Fortune Vajra,Aditi Estaste,1456000,"1,157 / sq ft",1258,Resale,Kanchan Bagh
Residential Plot,Oak Haven,Swati realtor,1671000,"1,144 / sq ft",1460,Resale,Migh Colony
Residential Plot,,avi constructions,4500000,"2,762 / sq ft",1629,New,Majeedpur
Residential Plot,,avi constructions,2160000,800 / sq ft,2700,New,Chevella
Residential Plot,,AB consultancy,990000,666 / sq ft,1485,New,Zaheerabad
Residential Plot,,AB consultancy,2770000,"2,051 / sq ft",1350,New,Maheshwaram
Residential Plot,,Individual Consultant,1570000,"1,486 / sq ft",1056,New,Shankarpally Road
Residential Plot,Swaraj Homes BCR Abhirupa Apartments,Swati realtor,1623000,"1,033 / sq ft",1570,Resale,Himayat Nagar
Residential Plot,Swaraj Homes BCR Abhirupa Apartments,Swati realtor,1785000,"1,144 / sq ft",1560,Resale,Himayat Nagar
Residential Plot,,AB consultancy,3209000,"1,371 / sq ft",2340,New,Patancheru Mandal
Residential Plot,,AB consultancy,3504999,"1,899 / sq ft",1845,New,Patancheru
Residential Plot,Purnima Neem,Soniya Estate,1358000,808 / sq ft,1680,Resale,Manikonda
Residential Plot,,VENKAT AKARAPU,1019999,755 / sq ft,1350,New,Hyderabad Warangal Highway
Residential Plot,Tara Homes,Swati realtor,1543000,886 / sq ft,1740,Resale,Peddamberpet
Residential Plot,New Malhar,Swati realtor,1268000,918 / sq ft,1380,Resale,LB Nagar
Residential Plot,,avi constructions,24400000,"4,650 / sq ft",5247,New,Balapur
Residential Plot,,avi constructions,5110000,"2,769 / sq ft",1845,New,Medchal
Residential Plot,,AB consultancy,1800000,666 / sq ft,2700,New,Yadagirigutta
Residential Plot,,AB consultancy,990000,666 / sq ft,1485,New,Zaheerabad
Residential Plot,,Individual Consultant,1019999,965 / sq ft,1056,New,Shankarpally Road
Residential Plot,,Individual Consultant,1510000,"1,429 / sq ft",1056,New,Shankarpally Road
Residential Plot,BLR Sri Laxmi Grand,Swati realtor,1852000,"1,058 / sq ft",1750,Resale,Pragathi Nagar
Residential Plot,,AB consultancy,2005000,"1,113 / sq ft",1800,New,Muthangi
Residential Plot,,AB consultancy,1909000,"1,010 / sq ft",1890,Resale,Lakdaram
Residential Plot,Rainbow Reddy Avenues,Ravi,10000000,"5,555 / sq ft",1800,Resale,Nizampet
Residential Plot,Gk Tower,Swati realtor,1755999,"1,202 / sq ft",1460,Resale,Balanagar
Residential Plot,,AB consultancy,6400000,"3,555 / sq ft",1800,New,Kandi
Residential Plot,,AB consultancy,1800000,666 / sq ft,2700,New,Yadagirigutta
Residential Plot,,AB consultancy,6400000,"3,555 / sq ft",1800,New,Kandi
Residential Plot,,Individual Consultant,1500000,"1,420 / sq ft",1056,New,Shankarpally Road
Residential Plot,,Individual Consultant,1550000,"1,467 / sq ft",1056,New,Shankarpally Road
Residential Plot,Datla Lakshmi Ventura,Jyoti Estate,1368000,824 / sq ft,1660,New,Thumkunta
Residential Plot,,AB consultancy,1150000,211 / sq ft,5445,New,Shadnagar
Residential Plot,,Individual Consultant,859000,813 / sq ft,1056,New,Shadnagar
Residential Plot,,seller,6000000,550 / sq ft,10890,Resale,Shankarpally Road
Residential Plot,CMR Nest,Swati realtor,1456000,871 / sq ft,1670,Resale,Kukatpally
Residential Plot,,AB consultancy,3600000,"2,000 / sq ft",1800,New,Sangareddy
Residential Plot,,AB consultancy,3600000,"2,000 / sq ft",1800,New,Sangareddy
Residential Plot,,Individual Consultant,1180000,"1,117 / sq ft",1056,New,Shankarpally Road
Residential Plot,Boppana Krishna Abode,Aditi Estaste,3256000,"1,769 / sq ft",1840,New,Kondapur
Residential Plot,,Individual Consultant,500000,473 / sq ft,1056,New,Jubilee Hills
Residential Plot,,Parag,300000,222 / sq ft,1350,Resale,Jangaon
Residential Plot,FBC Plots,Swati realtor,1230000,650 / sq ft,1890,Resale,Kadthal
Residential Plot,La Palazzo,Swati realtor,2354000,"1,207 / sq ft",1950,New,Madhapur
Residential Plot,,AB consultancy,3200000,"1,777 / sq ft",1800,New,Ghatkesar
Residential Plot,,AB consultancy,1280000,777 / sq ft,1647,New,Shadnagar
Residential Plot,,AB consultancy,3200000,"1,777 / sq ft",1800,New,Ghatkesar
Residential Plot,,AB consultancy,1280000,777 / sq ft,1647,New,Shadnagar
Residential Plot,,Individual Consultant,1380000,"1,306 / sq ft",1056,New,Shankarpally Road
Residential Plot,,Individual Consultant,1250000,"1,183 / sq ft",1056,New,Shankarpally Road
3  BHK  Apartment,Delight Fortune Block B Block C,Jyoti Estate,7852000,"4,551 / sq ft",1725,Under Construction,Kompally
Residential Plot,Bommaku RNS Dream Homes,Aditi Estaste,3256000,"1,528 / sq ft",2130,Resale,Uppal Kalan
Residential Plot,LNR Surya Homes,Aditi Estaste,1256000,866 / sq ft,1450,Resale,Bibinagar
Residential Plot,,avi consultancy,2800000,"1,555 / sq ft",1800,Resale,Shamshabad
Residential Plot,,avi consultancy,2200000,"1,222 / sq ft",1800,Resale,Nagarjuna Sagar Road
Residential Plot,Shivasai Independent Villa by Shivasai Constructions,Swati realtor,1352000,824 / sq ft,1640,Resale,Ramachandrapuram
Residential Plot,,AB consultancy,5180000,"3,446 / sq ft",1503,New,Nanakramguda
Residential Plot,,AB consultancy,5000000,"2,777 / sq ft",1800,New,Nandigama
Residential Plot,,AB consultancy,5180000,"3,446 / sq ft",1503,New,Nanakramguda
Residential Plot,,AB consultancy,2700000,"1,666 / sq ft",1620,Resale,Yadagirigutta
Residential Plot,,Individual Consultant,1190000,"1,126 / sq ft",1056,New,Shankarpally Road
3  BHK  Apartment,Dega Banyan,Jyoti Estate,7231999,"4,798 / sq ft",1507,Under Construction,Ameenpur
3  BHK  Apartment,Delight Fortune,Jyoti Estate,7865000,"4,559 / sq ft",1725,Ready to move,Kompally
Residential Plot,Giridhari Vedanta,Soniya Estate,1352000,777 / sq ft,1740,New,Balanagar
Residential Plot,,avi consultancy,6559999,"2,445 / sq ft",2682,Resale,Adibatla
Residential Plot,Dharani Estates,Soniya Estate,1256000,815 / sq ft,1540,Resale,Warangal highway
Residential Plot,DSNR Sri Sai Panchavathi Hills,Jyoti Estate,1451000,874 / sq ft,1660,New,Adibatla
Residential Plot,,AB consultancy,3529999,"2,614 / sq ft",1350,New,Rudraram
Residential Plot,,jagadeesh,2550000,"1,888 / sq ft",1350,New,Sadashivpet
Residential Plot,,AB consultancy,5000000,"2,777 / sq ft",1800,New,Nandigama
Residential Plot,,AB consultancy,3529999,"2,614 / sq ft",1350,New,Rudraram
Residential Plot,,AB consultancy,2100000,"1,275 / sq ft",1647,Resale,Nagarjuna Sagar Road
Residential Plot,,Individual Consultant,1410000,"1,335 / sq ft",1056,New,Shankarpally Road
3  BHK  Apartment,Lotus Homes Dwaraka,Jyoti Estate,7159999,"4,741 / sq ft",1510,Under Construction,Kondapur
3  BHK  Apartment,The Building Dwar,Jyoti Estate,8562000,"4,450 / sq ft",1924,Under Construction,Quthbullapur
Residential Plot,,avi consultancy,3000000,"2,222 / sq ft",1350,Resale,Sadashivpet
Residential Plot,,jagadeesh,52000000,"14,444 / sq ft",3600,New,Manikonda
Residential Plot,,jagadeesh,2550000,"1,888 / sq ft",1350,New,Sadashivpet
Residential Plot,,jagadeesh,52000000,"14,444 / sq ft",3600,New,Manikonda
Residential Plot,,AB consultancy,650000,481 / sq ft,1350,Resale,Warangal highway
Residential Plot,,AB consultancy,3010000,"2,002 / sq ft",1503,New,Sangareddy
Residential Plot,,Individual Consultant,1350000,"1,278 / sq ft",1056,New,Shankarpally Road
Residential Plot,,Individual Consultant,1360000,"1,287 / sq ft",1056,New,Shankarpally Road
2  BHK  Apartment,Dwarakamai Dwarakamai Residency,Jyoti Estate,6538000,"4,842 / sq ft",1350,Ready to move,Bachupally
