title,projectname,builder,price,per_sqft,area,status,place
2  BHK  Independent House,,NRI HOMES,7100000,"6,761 / sq ft",1050,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,muthangi
2  BHK  Apartment,,Shivasai Builders,4700000,"4,222 / sq ft",1113,Under Construction,Patancheru
3  BHK  Villa,,Shivasai Builders,8300000,"5,092 / sq ft",1630,Under Construction,Patancheru
2  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,6681999,"5,200 / sq ft",1285,Under Construction,Shamshabad
Residential Plot,,Vijaya latha,5600000,"3,111 / sq ft",1800,New,Bhanur
Residential Plot,,Vijaya latha,5600000,"3,111 / sq ft",1800,New,Bhanur
2  BHK  Apartment,,Shivasai Builders,4350000,"4,512 / sq ft",964,Under Construction,Patancheru
3  BHK  Apartment,,Shivasai Builders,6929000,"4,100 / sq ft",1690,Under Construction,Nanakramguda
3  BHK  Apartment,,sivaji,9500000,"5,066 / sq ft",1875,Under Construction,Miyapur
4  BHK  Villa,My Home Ankura,Perfect Realtorsin,46000000,"14,272 / sq ft",3223,Ready to move,Tellapur
3  BHK  Apartment,VGS Sai Dhan,Jyoti Estate,6235000,"4,485 / sq ft",1390,Ready to move,Kukatpally
5  BHK  Villa,,Dhanaji Realtors,63000000,"8,750 / sq ft",7200,Ready to move,Tukkuguda
Residential Plot,,Shivasai Builders,2860000,"2,222 / sq ft",1287,New,Taramatipet
2  BHK  Independent House,,NRI HOMES,7900000,"6,076 / sq ft",1300,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8600000,"6,142 / sq ft",1400,Ready to move,muthangi
3  BHK  Villa,,Shivasai Builders,8300000,"5,092 / sq ft",1630,Under Construction,Patancheru
2  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,7384000,"5,200 / sq ft",1420,Under Construction,Shamshabad
Residential Plot,,Vijaya latha,5600000,"3,111 / sq ft",1800,New,Nandigama
Residential Plot,,Vijaya latha,5600000,"3,111 / sq ft",1800,New,Nandigama
2  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,6681999,"5,200 / sq ft",1285,Under Construction,Shamshabad
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10100000,"5,299 / sq ft",1910,Under Construction,Kollur
Residential Plot,,EG PROPERTIES,1734000,"1,161 / sq ft",1494,New,Hyderabad Warangal Highway
3  BHK  Apartment,,sivaji,7500000,"5,494 / sq ft",1365,Under Construction,Gachibowli
Residential Plot,,Individual Consultant,900000,852 / sq ft,1056,New,Kadtal
2  BHK  Independent House,,NRI HOMES,7300000,"5,840 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,6800000,"6,476 / sq ft",1050,Ready to move,muthangi
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,60900000,"8,990 / sq ft",6781,Ready to move,Gachibowli
3  BHK  Villa,,Shivasai Builders,2500000,"2,500 / sq ft",1000,Under Construction,Patancheru
3  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,8736000,"5,200 / sq ft",1680,Under Construction,Shamshabad
3  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,8450000,"5,200 / sq ft",1625,Under Construction,Shamshabad
1  BHK  Independent House,,Shivasai Builders,1299000,"3,714 / sq ft",350,Ready to move,Sadashivpet
1  BHK  Independent House,,Shivasai Builders,1299000,"3,714 / sq ft",350,Ready to move,Miyapur
2  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,7384000,"5,200 / sq ft",1420,Under Construction,Shamshabad
2  BHK  Independent House,,NRI HOMES,9500000,"8,636 / sq ft",1100,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10800000,"5,299 / sq ft",2040,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,8743000,"5,299 / sq ft",1650,Under Construction,Kollur
3  BHK  Apartment,,sivaji,7500000,"5,454 / sq ft",1375,Under Construction,Kondapur
Residential Plot,,sivaji,2000000,"1,388 / sq ft",1440,New,Shadnagar
Residential Plot,,EG PROPERTIES,3500000,"1,944 / sq ft",1800,New,Ghatkesar
2  BHK  Apartment,,Mallesh,6420000,"5,582 / sq ft",1150,Ready to move,Ghatkesar
2  BHK  Independent House,,prithvi,13000000,"7,222 / sq ft",1800,Ready to move,Boduppal
4  BHK  Apartment,Verizon Highlight Towers,Proprtyfier,8384999,"3,300 / sq ft",2541,Under Construction,Tellapur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,37300000,"8,990 / sq ft",4157,Ready to move,Gachibowli
3  BHK  Apartment,Koncept Botanika,Ashish Mishra,26100000,"8,990 / sq ft",2910,Ready to move,Gachibowli
2  BHK  Apartment,,Shivasai Builders,6659999,"5,504 / sq ft",1210,Under Construction,Miyapur
1  BHK  Villa,Nebula Aavaas,Shivasai Builders,3300000,"5,500 / sq ft",600,Under Construction,Miyapur
2  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,7488000,"5,200 / sq ft",1440,Under Construction,Shamshabad
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,15000000,"6,999 / sq ft",2150,Under Construction,Narsingi
2  BHK  Apartment,,Mallesh,5600000,"4,497 / sq ft",1245,Under Construction,Miyapur
3  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,8736000,"5,200 / sq ft",1680,Under Construction,Shamshabad
3  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,8450000,"5,200 / sq ft",1625,Under Construction,Shamshabad
2  BHK  Independent House,,NRI HOMES,7200000,"6,545 / sq ft",1100,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10000000,"5,299 / sq ft",1890,Under Construction,Kollur
2  BHK  Apartment,Anvita Ivana,Urban Yards LLP,7948000,"5,299 / sq ft",1500,Under Construction,Kollur
Residential Plot,,sivaji,1000000,694 / sq ft,1440,New,Patancheru
Residential Plot,,sivaji,1000000,694 / sq ft,1440,New,Moinabad
1  BHK  Apartment,,sivaji,3200000,"4,923 / sq ft",650,Under Construction,Pati
3  BHK  Apartment,Verizon Highlight Towers,Proprtyfier,6081000,"3,300 / sq ft",1843,Under Construction,Tellapur
4  BHK  Apartment,Verizon Highlight Towers,Proprtyfier,8259000,"3,300 / sq ft",2503,Under Construction,Tellapur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,37100000,"8,990 / sq ft",4132,Ready to move,Gachibowli
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,77200000,"8,990 / sq ft",8596,Ready to move,Gachibowli
3  BHK  Apartment,Incor Lake City Projects Pvt Ltd,Shivasai Builders,8650000,"5,406 / sq ft",1600,Under Construction,Patancheru
1  BHK  Apartment,Nebula Aavaas,Shivasai Builders,3300000,"5,454 / sq ft",605,Under Construction,Miyapur
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,15100000,"6,999 / sq ft",2170,Under Construction,Narsingi
Residential Plot,,sivaji,1100000,611 / sq ft,1800,New,Shankarpally Road
Residential Plot,,srinivasulu,2600000,"1,444 / sq ft",1800,New,Kandukur
2  BHK  Apartment,Sumadhura Gardens By The Brook,Lovi Real Estate,7488000,"5,200 / sq ft",1440,Under Construction,Shamshabad
2  BHK  Independent House,,NRI HOMES,7300000,"6,083 / sq ft",1200,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,5200000,"5,200 / sq ft",1000,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10500000,"5,299 / sq ft",2000,Under Construction,Kollur
1  BHK  Apartment,,sivaji,3200000,"4,923 / sq ft",650,Under Construction,Aminpur
3  BHK  Apartment,Verizon Highlight Towers,Proprtyfier,6009000,"3,300 / sq ft",1821,Under Construction,Tellapur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,42200000,"8,990 / sq ft",4701,Ready to move,Gachibowli
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,36200000,"8,990 / sq ft",4027,Ready to move,Gachibowli
4  BHK  Villa,,Shivasai Builders,26500000,"7,266 / sq ft",3658,Under Construction,Kollur
3  BHK  Apartment,,Shivasai Builders,6958000,"3,662 / sq ft",1900,Under Construction,Tellapur
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,17800000,"6,999 / sq ft",2550,Under Construction,Narsingi
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,14100000,"6,999 / sq ft",2020,Under Construction,Narsingi
2  BHK  Independent House,,NRI HOMES,7400000,"5,692 / sq ft",1300,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,5500000,"5,238 / sq ft",1050,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,13100000,"5,299 / sq ft",2490,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,9220000,"5,299 / sq ft",1740,Under Construction,Kollur
1  BHK  Apartment,,sivaji,3200000,"4,923 / sq ft",650,Under Construction,Tellapur
4  BHK  Apartment,Verizon Highlight Towers,Proprtyfier,8002000,"3,300 / sq ft",2425,Under Construction,Tellapur
3  BHK  Apartment,Elegant 555,Viswa,5395000,"3,300 / sq ft",1635,Under Construction,Kollur
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,64100000,"8,990 / sq ft",7141,Ready to move,Gachibowli
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,74000000,"8,990 / sq ft",8234,Ready to move,Gachibowli
2  BHK  Apartment,,Shivasai Builders,3900000,"3,900 / sq ft",1000,Under Construction,Tellapur
3  BHK  Villa,,Shivasai Builders,9999000,"4,484 / sq ft",2230,Under Construction,Kollur
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,12300000,"6,999 / sq ft",1760,Under Construction,Narsingi
2  BHK  Independent House,,NRI HOMES,5200000,"5,200 / sq ft",1000,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,7800000,"6,240 / sq ft",1250,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,9909000,"5,299 / sq ft",1870,Under Construction,Kollur
2  BHK  Apartment,Anvita Ivana,Urban Yards LLP,7789000,"5,299 / sq ft",1470,Under Construction,Kollur
1  BHK  Apartment,,sivaji,3200000,"4,923 / sq ft",650,Under Construction,Isnapur
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,72400000,"8,990 / sq ft",8059,Ready to move,Gachibowli
3  BHK  Apartment,Elegant 555,Viswa,8679000,"3,300 / sq ft",2630,Under Construction,Kollur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,40400000,"8,990 / sq ft",4496,Ready to move,Gachibowli
3  BHK  Apartment,Koncept Botanika,Ashish Mishra,28100000,"8,990 / sq ft",3130,Ready to move,Gachibowli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,sivaji,9000000,"6,143 / sq ft",1465,Under Construction,Nanakramguda
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,17100000,"6,999 / sq ft",2450,Under Construction,Narsingi
2  BHK  Independent House,,NRI HOMES,5500000,"5,238 / sq ft",1050,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,7800000,"6,240 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,prithvi,13000000,"7,222 / sq ft",1800,Ready to move,Boduppal
2  BHK  Apartment,Aspire Spaces Ameya,Ashish Mishra,8200000,"6,777 / sq ft",1210,Under Construction,Miyapur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,11600000,"5,299 / sq ft",2200,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10500000,"5,299 / sq ft",1990,Under Construction,Kollur
1  BHK  Apartment,,sivaji,3200000,"4,923 / sq ft",650,Under Construction,Patancheru
Residential Plot,,Shivasai Builders,5400000,"3,000 / sq ft",1800,New,Medchal
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,62900000,"8,990 / sq ft",7000,Ready to move,Gachibowli
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,40700000,"8,990 / sq ft",4535,Ready to move,Gachibowli
3  BHK  Apartment,Elegant 555,Viswa,6088000,"3,300 / sq ft",1845,Under Construction,Kollur
3  BHK  Apartment,Elegant 555,Viswa,7209999,"3,300 / sq ft",2185,Under Construction,Kollur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,41500000,"8,990 / sq ft",4618,Ready to move,Gachibowli
2  BHK  Apartment,,Gayatri,5518000,"4,798 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Independent House,,NRI HOMES,7400000,"5,692 / sq ft",1300,Ready to move,muthangi
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,15500000,"6,999 / sq ft",2220,Under Construction,Narsingi
2  BHK  Independent House,,NRI HOMES,9500000,"8,636 / sq ft",1100,Ready to move,muthangi
3  BHK  Apartment,Aspire Spaces Ameya,Ashish Mishra,12000000,"6,186 / sq ft",1940,Under Construction,Miyapur
2  BHK  Apartment,Anvita Ivana,Urban Yards LLP,7047000,"5,299 / sq ft",1330,Under Construction,Kollur
Residential Plot,,Shivasai Builders,2000000,"1,111 / sq ft",1800,New,Shamirpet
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,36000000,"8,990 / sq ft",4012,Ready to move,Gachibowli
3  BHK  Apartment,Elegant 555,Viswa,7672000,"3,300 / sq ft",2325,Under Construction,Kollur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,41000000,"8,990 / sq ft",4568,Ready to move,Gachibowli
3  BHK  Apartment,Hivision Heights,Hivision Developer,11200000,"5,900 / sq ft",1901,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,5200000,"5,200 / sq ft",1000,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,5500000,"5,238 / sq ft",1050,Ready to move,muthangi
3  BHK  Apartment,Vasavi Construction Atlantis,VASAVI CONSTRUCTIONS LLP,14600000,"6,999 / sq ft",2100,Under Construction,Narsingi
2  BHK  Independent House,,NRI HOMES,7200000,"6,545 / sq ft",1100,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8500000,"6,538 / sq ft",1300,Ready to move,muthangi
3  BHK  Apartment,Aspire Spaces Ameya,Ashish Mishra,10600000,"6,186 / sq ft",1715,Under Construction,Miyapur
3  BHK  Apartment,Aspire Spaces Ameya,Ashish Mishra,10000000,"6,186 / sq ft",1625,Under Construction,Miyapur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,11399999,"5,299 / sq ft",2160,Under Construction,Kollur
Residential Plot,Vasavi S Ambience,Shivasai Builders,1800000,"1,000 / sq ft",1800,New,Atmakur
Residential Plot,,Shivasai Builders,2499000,"1,111 / sq ft",2250,New,Shankarpally Road
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,39900000,"8,990 / sq ft",4448,Ready to move,Gachibowli
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,34900000,"8,990 / sq ft",3889,Ready to move,Gachibowli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,64300000,"8,990 / sq ft",7161,Ready to move,Gachibowli
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,64800000,"8,990 / sq ft",7218,Ready to move,Gachibowli
4  BHK  Apartment,Hivision Heights,Hivision Developer,13200000,"5,900 / sq ft",2253,Under Construction,Kompally
3  BHK  Apartment,Hivision Heights,Hivision Developer,11200000,"5,900 / sq ft",1908,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7800000,"6,240 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,9500000,"8,636 / sq ft",1100,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8000000,"6,400 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,muthangi
2  BHK  Apartment,Aspire Spaces Ameya,Ashish Mishra,10100000,"6,777 / sq ft",1495,Under Construction,Miyapur
2  BHK  Apartment,Aspire Spaces Ameya,Ashish Mishra,9013000,"6,777 / sq ft",1330,Under Construction,Miyapur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,9750000,"5,299 / sq ft",1840,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,12900000,"5,299 / sq ft",2440,Under Construction,Kollur
2  BHK  Apartment,,sivaji,7000000,"6,140 / sq ft",1140,Under Construction,Moosapet
2  BHK  Apartment,,sivaji,7000000,"6,140 / sq ft",1140,Under Construction,Kukatpally
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,43099999,"8,990 / sq ft",4799,Ready to move,Gachibowli
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,66500000,"8,990 / sq ft",7404,Ready to move,Gachibowli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,60100000,"8,990 / sq ft",6686,Ready to move,Gachibowli
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,68000000,"8,990 / sq ft",7574,Ready to move,Gachibowli
3  BHK  Apartment,Hivision Heights,Hivision Developer,8914000,"5,900 / sq ft",1511,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7200000,"6,545 / sq ft",1100,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8500000,"6,538 / sq ft",1300,Ready to move,muthangi
3  BHK  Apartment,,manideep,7680000,"4,800 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,,manideep,5520000,"4,800 / sq ft",1150,Under Construction,Ameenpur
3  BHK  Apartment,Lansum Eden Gardens,Viswanadh,14200000,"8,049 / sq ft",1765,Under Construction,Kondapur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10300000,"5,299 / sq ft",1950,Under Construction,Kollur
3  BHK  Apartment,Koncept Botanika,Ashish Mishra,23600000,"8,990 / sq ft",2626,Ready to move,Gachibowli
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,67900000,"8,990 / sq ft",7561,Ready to move,Gachibowli
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,39600000,"8,990 / sq ft",4408,Ready to move,Gachibowli
3  BHK  Apartment,Hivision Heights,Hivision Developer,11100000,"5,900 / sq ft",1888,Under Construction,Kompally
3  BHK  Apartment,Hivision Heights,Hivision Developer,13300000,"5,900 / sq ft",2264,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,8000000,"6,400 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,prithvi,13000000,"7,222 / sq ft",1800,Ready to move,Boduppal
2  BHK  Independent House,,NRI HOMES,7000000,"5,833 / sq ft",1200,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10100000,"5,299 / sq ft",1910,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10800000,"5,299 / sq ft",2040,Under Construction,Kollur
4  BHK  Apartment,Anvita Ivana,Urban Yards LLP,26400000,"5,299 / sq ft",5000,Under Construction,Kollur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,35500000,"8,990 / sq ft",3959,Ready to move,Gachibowli
5  BHK  Apartment,Koncept Botanika,Ashish Mishra,62500000,"8,990 / sq ft",6958,Ready to move,Gachibowli
3  BHK  Apartment,,Gayatri,5710000,"4,799 / sq ft",1190,Ready to move,Miyapur
2  BHK  Apartment,Sri Nidhi Indraprastha Residency,srinidhi constructions,6000000,"5,221 / sq ft",1150,Under Construction,Bachupally
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,35800000,"8,990 / sq ft",3986,Ready to move,Gachibowli
3  BHK  Apartment,Hivision Heights,Hivision Developer,9593000,"5,900 / sq ft",1626,Under Construction,Kompally
4  BHK  Apartment,Hivision Heights,Hivision Developer,14500000,"5,900 / sq ft",2464,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8500000,"6,800 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8500000,"6,296 / sq ft",1350,Ready to move,muthangi
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,8743000,"5,299 / sq ft",1650,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10000000,"5,299 / sq ft",1890,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,9644000,"5,299 / sq ft",1820,Under Construction,Kollur
4  BHK  Apartment,Koncept Botanika,Ashish Mishra,43400000,"8,990 / sq ft",4829,Ready to move,Gachibowli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,Hivision Heights,Hivision Developer,9481000,"5,900 / sq ft",1607,Under Construction,Kompally
3  BHK  Apartment,Hivision Heights,Hivision Developer,11000000,"5,900 / sq ft",1876,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7200000,"5,333 / sq ft",1350,Ready to move,muthangi
2  BHK  Apartment,Anvita Ivana,Urban Yards LLP,7948000,"5,299 / sq ft",1500,Under Construction,Kollur
3  BHK  Apartment,Anvita Ivana,Urban Yards LLP,10500000,"5,299 / sq ft",2000,Under Construction,Kollur
4  BHK  Villa,,Rajarao,13200000,"4,714 / sq ft",2800,Under Construction,Patancheru
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
2  BHK  Apartment,,RAJU,9999000,"16,835 / sq ft",594,Ready to move,Kukatpally Housing Board Colony
3  BHK  Apartment,Hivision Heights,Hivision Developer,9516000,"5,900 / sq ft",1613,Under Construction,Kompally
3  BHK  Apartment,Hivision Heights,Hivision Developer,11800000,"5,900 / sq ft",2007,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7900000,"6,076 / sq ft",1300,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8600000,"6,142 / sq ft",1400,Ready to move,muthangi
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
3  BHK  Apartment,,Gayatri,5710000,"4,799 / sq ft",1190,Ready to move,Miyapur
3  BHK  Apartment,,Raghavendra Reddy,10100000,"5,300 / sq ft",1915,Under Construction,Velimela
3  BHK  Apartment,Hivision Heights,Hivision Developer,8761000,"5,900 / sq ft",1485,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7300000,"5,840 / sq ft",1250,Ready to move,muthangi
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
3  BHK  Apartment,,Raghavendra Reddy,13100000,"5,300 / sq ft",2485,Under Construction,Velimela
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,Hivision Heights,Hivision Developer,6383000,"5,900 / sq ft",1082,Under Construction,Kompally
3  BHK  Apartment,Hivision Heights,Hivision Developer,9440000,"5,900 / sq ft",1600,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,6800000,"6,476 / sq ft",1050,Ready to move,muthangi
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,Hivision Heights,Hivision Developer,7858000,"5,900 / sq ft",1332,Under Construction,Kompally
3  BHK  Apartment,Hivision Heights,Hivision Developer,10000000,"5,900 / sq ft",1709,Under Construction,Kompally
2  BHK  Independent House,,NRI HOMES,7100000,"6,761 / sq ft",1050,Ready to move,muthangi
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,Gayatri,5710000,"4,799 / sq ft",1190,Ready to move,Miyapur
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
2  BHK  Apartment,Sri Nidhi Indraprastha Residency,srinidhi constructions,6000000,"5,221 / sq ft",1150,Under Construction,Bachupally
2  BHK  Independent House,,NRI HOMES,7000000,"5,833 / sq ft",1200,Ready to move,muthangi
2  BHK  Apartment,,jyothi,4000000,"3,809 / sq ft",1050,Under Construction,Andhra Pradesh Real Estate
3  BHK  Apartment,,Gayatri,5710000,"4,799 / sq ft",1190,Ready to move,Miyapur
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,Technopolis Solitaire Unity,Bharath,9186000,"7,499 / sq ft",1225,Under Construction,Serilingampally
2  BHK  Apartment,,RAJU,9999000,"16,835 / sq ft",594,Ready to move,Kukatpally Housing Board Colony
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5348000,"4,999 / sq ft",1070,Ready to move,Miyapur
3  BHK  Apartment,,Gayatri,5948000,"4,999 / sq ft",1190,Ready to move,Miyapur
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,12700000,"7,499 / sq ft",1695,Under Construction,Serilingampally
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,13200000,"4,500 / sq ft",2951,Under Construction,Kompally
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,12000000,"4,500 / sq ft",2682,Under Construction,Kompally
3  BHK  Apartment,PVR Akash,Srinivas,6906999,"4,500 / sq ft",1535,Under Construction,Shankarpalli
2  BHK  Apartment,,Gayatri,5248000,"4,905 / sq ft",1070,Ready to move,Miyapur
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,s k real estates,4500000,"3,333 / sq ft",1350,Ready to move,East Marredpally
2  BHK  Independent House,,NRI HOMES,8900000,"7,120 / sq ft",1250,Ready to move,Beeramguda
3  BHK  Apartment,Bhuvanteza Aura II,BHUVANTEZA INFRAPROJECTS,7245000,"3,000 / sq ft",2415,Under Construction,Kollur
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,14900000,"7,499 / sq ft",2000,Under Construction,Serilingampally
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,14000000,"7,499 / sq ft",1870,Under Construction,Serilingampally
4  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,18100000,"4,500 / sq ft",4036,Under Construction,Kompally
3  BHK  Apartment,PVR Akash,Srinivas,5895000,"4,500 / sq ft",1310,Under Construction,Shankarpalli
